5.740000000000000213e+00,2.870000000000000107e+00,5.740000000000000213e+00
8.610001000000000460e+00,2.870000000000000107e+00,5.740000000000000213e+00
1.148000000000000043e+01,2.870000000000000107e+00,5.740000000000000213e+00
1.434999999999999964e+01,2.870000000000000107e+00,5.740000000000000213e+00
1.722000099999999989e+01,2.870000000000000107e+00,5.740000000000000213e+00
2.008999999999999986e+01,2.870000000000000107e+00,5.740000000000000213e+00
2.296000099999999833e+01,2.870000000000000107e+00,5.740000000000000213e+00
2.582999999999999829e+01,2.870000000000000107e+00,5.740000000000000213e+00
0.000000000000000000e+00,5.740000000000000213e+00,5.740000000000000213e+00
2.870000100000000032e+01,5.740000000000000213e+00,5.740000000000000213e+00
2.870000000000000107e+00,5.740000000000000213e+00,5.740000000000000213e+00
5.740000000000000213e+00,5.740000000000000213e+00,5.740000000000000213e+00
8.610001000000000460e+00,5.740000000000000213e+00,5.740000000000000213e+00
1.148000000000000043e+01,5.740000000000000213e+00,5.740000000000000213e+00
1.434999999999999964e+01,5.740000000000000213e+00,5.740000000000000213e+00
1.722000099999999989e+01,5.740000000000000213e+00,5.740000000000000213e+00
2.008999999999999986e+01,5.740000000000000213e+00,5.740000000000000213e+00
2.296000099999999833e+01,5.740000000000000213e+00,5.740000000000000213e+00
2.582999999999999829e+01,5.740000000000000213e+00,5.740000000000000213e+00
0.000000000000000000e+00,8.610001000000000460e+00,5.740000000000000213e+00
2.870000100000000032e+01,8.610001000000000460e+00,5.740000000000000213e+00
2.870000000000000107e+00,8.610001000000000460e+00,5.740000000000000213e+00
5.740000000000000213e+00,8.610001000000000460e+00,5.740000000000000213e+00
8.610001000000000460e+00,8.610001000000000460e+00,5.740000000000000213e+00
1.148000000000000043e+01,8.610001000000000460e+00,5.740000000000000213e+00
1.434999999999999964e+01,8.610001000000000460e+00,5.740000000000000213e+00
1.722000099999999989e+01,8.610001000000000460e+00,5.740000000000000213e+00
2.008999999999999986e+01,8.610001000000000460e+00,5.740000000000000213e+00
2.296000099999999833e+01,8.610001000000000460e+00,5.740000000000000213e+00
2.582999999999999829e+01,8.610001000000000460e+00,5.740000000000000213e+00
0.000000000000000000e+00,1.148000000000000043e+01,5.740000000000000213e+00
2.870000100000000032e+01,1.148000000000000043e+01,5.740000000000000213e+00
2.870000000000000107e+00,1.148000000000000043e+01,5.740000000000000213e+00
5.740000000000000213e+00,1.148000000000000043e+01,5.740000000000000213e+00
8.610001000000000460e+00,1.148000000000000043e+01,5.740000000000000213e+00
1.148000000000000043e+01,1.148000000000000043e+01,5.740000000000000213e+00
1.434999999999999964e+01,1.148000000000000043e+01,5.740000000000000213e+00
1.722000099999999989e+01,1.148000000000000043e+01,5.740000000000000213e+00
2.008999999999999986e+01,1.148000000000000043e+01,5.740000000000000213e+00
2.296000099999999833e+01,1.148000000000000043e+01,5.740000000000000213e+00
2.582999999999999829e+01,1.148000000000000043e+01,5.740000000000000213e+00
0.000000000000000000e+00,1.434999999999999964e+01,5.740000000000000213e+00
2.870000100000000032e+01,1.434999999999999964e+01,5.740000000000000213e+00
2.870000000000000107e+00,1.434999999999999964e+01,5.740000000000000213e+00
5.740000000000000213e+00,1.434999999999999964e+01,5.740000000000000213e+00
8.610001000000000460e+00,1.434999999999999964e+01,5.740000000000000213e+00
1.148000000000000043e+01,1.434999999999999964e+01,5.740000000000000213e+00
1.434999999999999964e+01,1.434999999999999964e+01,5.740000000000000213e+00
1.722000099999999989e+01,1.434999999999999964e+01,5.740000000000000213e+00
2.008999999999999986e+01,1.434999999999999964e+01,5.740000000000000213e+00
2.296000099999999833e+01,1.434999999999999964e+01,5.740000000000000213e+00
2.582999999999999829e+01,1.434999999999999964e+01,5.740000000000000213e+00
0.000000000000000000e+00,1.722000099999999989e+01,5.740000000000000213e+00
2.870000100000000032e+01,1.722000099999999989e+01,5.740000000000000213e+00
2.870000000000000107e+00,1.722000099999999989e+01,5.740000000000000213e+00
5.740000000000000213e+00,1.722000099999999989e+01,5.740000000000000213e+00
8.610001000000000460e+00,1.722000099999999989e+01,5.740000000000000213e+00
1.148000000000000043e+01,1.722000099999999989e+01,5.740000000000000213e+00
1.434999999999999964e+01,1.722000099999999989e+01,5.740000000000000213e+00
1.722000099999999989e+01,1.722000099999999989e+01,5.740000000000000213e+00
2.008999999999999986e+01,1.722000099999999989e+01,5.740000000000000213e+00
2.296000099999999833e+01,1.722000099999999989e+01,5.740000000000000213e+00
2.582999999999999829e+01,1.722000099999999989e+01,5.740000000000000213e+00
0.000000000000000000e+00,2.008999999999999986e+01,5.740000000000000213e+00
2.870000100000000032e+01,2.008999999999999986e+01,5.740000000000000213e+00
2.870000000000000107e+00,2.008999999999999986e+01,5.740000000000000213e+00
5.740000000000000213e+00,2.008999999999999986e+01,5.740000000000000213e+00
8.610001000000000460e+00,2.008999999999999986e+01,5.740000000000000213e+00
1.148000000000000043e+01,2.008999999999999986e+01,5.740000000000000213e+00
1.434999999999999964e+01,2.008999999999999986e+01,5.740000000000000213e+00
1.722000099999999989e+01,2.008999999999999986e+01,5.740000000000000213e+00
2.008999999999999986e+01,2.008999999999999986e+01,5.740000000000000213e+00
2.296000099999999833e+01,2.008999999999999986e+01,5.740000000000000213e+00
2.582999999999999829e+01,2.008999999999999986e+01,5.740000000000000213e+00
0.000000000000000000e+00,2.296000099999999833e+01,5.740000000000000213e+00
2.870000100000000032e+01,2.296000099999999833e+01,5.740000000000000213e+00
2.870000000000000107e+00,2.296000099999999833e+01,5.740000000000000213e+00
5.740000000000000213e+00,2.296000099999999833e+01,5.740000000000000213e+00
8.610001000000000460e+00,2.296000099999999833e+01,5.740000000000000213e+00
1.148000000000000043e+01,2.296000099999999833e+01,5.740000000000000213e+00
1.434999999999999964e+01,2.296000099999999833e+01,5.740000000000000213e+00
1.722000099999999989e+01,2.296000099999999833e+01,5.740000000000000213e+00
2.008999999999999986e+01,2.296000099999999833e+01,5.740000000000000213e+00
2.296000099999999833e+01,2.296000099999999833e+01,5.740000000000000213e+00
2.582999999999999829e+01,2.296000099999999833e+01,5.740000000000000213e+00
0.000000000000000000e+00,2.582999999999999829e+01,5.740000000000000213e+00
2.870000100000000032e+01,2.582999999999999829e+01,5.740000000000000213e+00
2.870000000000000107e+00,2.582999999999999829e+01,5.740000000000000213e+00
5.740000000000000213e+00,2.582999999999999829e+01,5.740000000000000213e+00
8.610001000000000460e+00,2.582999999999999829e+01,5.740000000000000213e+00
1.148000000000000043e+01,2.582999999999999829e+01,5.740000000000000213e+00
1.434999999999999964e+01,2.582999999999999829e+01,5.740000000000000213e+00
1.722000099999999989e+01,2.582999999999999829e+01,5.740000000000000213e+00
2.008999999999999986e+01,2.582999999999999829e+01,5.740000000000000213e+00
2.296000099999999833e+01,2.582999999999999829e+01,5.740000000000000213e+00
2.582999999999999829e+01,2.582999999999999829e+01,5.740000000000000213e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.610001000000000460e+00
0.000000000000000000e+00,2.870000100000000032e+01,8.610001000000000460e+00
2.870000100000000032e+01,0.000000000000000000e+00,8.610001000000000460e+00
2.870000100000000032e+01,2.870000100000000032e+01,8.610001000000000460e+00
2.870000000000000107e+00,0.000000000000000000e+00,8.610001000000000460e+00
2.870000000000000107e+00,2.870000100000000032e+01,8.610001000000000460e+00
5.740000000000000213e+00,0.000000000000000000e+00,8.610001000000000460e+00
5.740000000000000213e+00,2.870000100000000032e+01,8.610001000000000460e+00
8.610001000000000460e+00,0.000000000000000000e+00,8.610001000000000460e+00
8.610001000000000460e+00,2.870000100000000032e+01,8.610001000000000460e+00
1.148000000000000043e+01,0.000000000000000000e+00,8.610001000000000460e+00
1.148000000000000043e+01,2.870000100000000032e+01,8.610001000000000460e+00
1.434999999999999964e+01,0.000000000000000000e+00,8.610001000000000460e+00
1.434999999999999964e+01,2.870000100000000032e+01,8.610001000000000460e+00
1.722000099999999989e+01,0.000000000000000000e+00,8.610001000000000460e+00
1.722000099999999989e+01,2.870000100000000032e+01,8.610001000000000460e+00
2.008999999999999986e+01,0.000000000000000000e+00,8.610001000000000460e+00
2.008999999999999986e+01,2.870000100000000032e+01,8.610001000000000460e+00
2.296000099999999833e+01,0.000000000000000000e+00,8.610001000000000460e+00
2.296000099999999833e+01,2.870000100000000032e+01,8.610001000000000460e+00
2.582999999999999829e+01,0.000000000000000000e+00,8.610001000000000460e+00
2.582999999999999829e+01,2.870000100000000032e+01,8.610001000000000460e+00
0.000000000000000000e+00,2.870000000000000107e+00,8.610001000000000460e+00
2.870000100000000032e+01,2.870000000000000107e+00,8.610001000000000460e+00
2.870000000000000107e+00,2.870000000000000107e+00,8.610001000000000460e+00
5.740000000000000213e+00,2.870000000000000107e+00,8.610001000000000460e+00
8.610001000000000460e+00,2.870000000000000107e+00,8.610001000000000460e+00
1.148000000000000043e+01,2.870000000000000107e+00,8.610001000000000460e+00
1.434999999999999964e+01,2.870000000000000107e+00,8.610001000000000460e+00
1.722000099999999989e+01,2.870000000000000107e+00,8.610001000000000460e+00
2.008999999999999986e+01,2.870000000000000107e+00,8.610001000000000460e+00
2.296000099999999833e+01,2.870000000000000107e+00,8.610001000000000460e+00
2.582999999999999829e+01,2.870000000000000107e+00,8.610001000000000460e+00
0.000000000000000000e+00,5.740000000000000213e+00,8.610001000000000460e+00
2.870000100000000032e+01,5.740000000000000213e+00,8.610001000000000460e+00
2.870000000000000107e+00,5.740000000000000213e+00,8.610001000000000460e+00
5.740000000000000213e+00,5.740000000000000213e+00,8.610001000000000460e+00
8.610001000000000460e+00,5.740000000000000213e+00,8.610001000000000460e+00
1.148000000000000043e+01,5.740000000000000213e+00,8.610001000000000460e+00
1.434999999999999964e+01,5.740000000000000213e+00,8.610001000000000460e+00
1.722000099999999989e+01,5.740000000000000213e+00,8.610001000000000460e+00
2.008999999999999986e+01,5.740000000000000213e+00,8.610001000000000460e+00
2.296000099999999833e+01,5.740000000000000213e+00,8.610001000000000460e+00
2.582999999999999829e+01,5.740000000000000213e+00,8.610001000000000460e+00
0.000000000000000000e+00,8.610001000000000460e+00,8.610001000000000460e+00
2.870000100000000032e+01,8.610001000000000460e+00,8.610001000000000460e+00
2.870000000000000107e+00,8.610001000000000460e+00,8.610001000000000460e+00
5.740000000000000213e+00,8.610001000000000460e+00,8.610001000000000460e+00
8.610001000000000460e+00,8.610001000000000460e+00,8.610001000000000460e+00
1.148000000000000043e+01,8.610001000000000460e+00,8.610001000000000460e+00
1.434999999999999964e+01,8.610001000000000460e+00,8.610001000000000460e+00
1.722000099999999989e+01,8.610001000000000460e+00,8.610001000000000460e+00
2.008999999999999986e+01,8.610001000000000460e+00,8.610001000000000460e+00
2.296000099999999833e+01,8.610001000000000460e+00,8.610001000000000460e+00
2.582999999999999829e+01,8.610001000000000460e+00,8.610001000000000460e+00
0.000000000000000000e+00,1.148000000000000043e+01,8.610001000000000460e+00
2.870000100000000032e+01,1.148000000000000043e+01,8.610001000000000460e+00
2.870000000000000107e+00,1.148000000000000043e+01,8.610001000000000460e+00
5.740000000000000213e+00,1.148000000000000043e+01,8.610001000000000460e+00
8.610001000000000460e+00,1.148000000000000043e+01,8.610001000000000460e+00
1.148000000000000043e+01,1.148000000000000043e+01,8.610001000000000460e+00
1.434999999999999964e+01,1.148000000000000043e+01,8.610001000000000460e+00
1.722000099999999989e+01,1.148000000000000043e+01,8.610001000000000460e+00
2.008999999999999986e+01,1.148000000000000043e+01,8.610001000000000460e+00
2.296000099999999833e+01,1.148000000000000043e+01,8.610001000000000460e+00
2.582999999999999829e+01,1.148000000000000043e+01,8.610001000000000460e+00
0.000000000000000000e+00,1.434999999999999964e+01,8.610001000000000460e+00
2.870000100000000032e+01,1.434999999999999964e+01,8.610001000000000460e+00
2.870000000000000107e+00,1.434999999999999964e+01,8.610001000000000460e+00
5.740000000000000213e+00,1.434999999999999964e+01,8.610001000000000460e+00
8.610001000000000460e+00,1.434999999999999964e+01,8.610001000000000460e+00
1.148000000000000043e+01,1.434999999999999964e+01,8.610001000000000460e+00
1.434999999999999964e+01,1.434999999999999964e+01,8.610001000000000460e+00
1.722000099999999989e+01,1.434999999999999964e+01,8.610001000000000460e+00
2.008999999999999986e+01,1.434999999999999964e+01,8.610001000000000460e+00
2.296000099999999833e+01,1.434999999999999964e+01,8.610001000000000460e+00
2.582999999999999829e+01,1.434999999999999964e+01,8.610001000000000460e+00
0.000000000000000000e+00,1.722000099999999989e+01,8.610001000000000460e+00
2.870000100000000032e+01,1.722000099999999989e+01,8.610001000000000460e+00
2.870000000000000107e+00,1.722000099999999989e+01,8.610001000000000460e+00
5.740000000000000213e+00,1.722000099999999989e+01,8.610001000000000460e+00
8.610001000000000460e+00,1.722000099999999989e+01,8.610001000000000460e+00
1.148000000000000043e+01,1.722000099999999989e+01,8.610001000000000460e+00
1.434999999999999964e+01,1.722000099999999989e+01,8.610001000000000460e+00
1.722000099999999989e+01,1.722000099999999989e+01,8.610001000000000460e+00
2.008999999999999986e+01,1.722000099999999989e+01,8.610001000000000460e+00
2.296000099999999833e+01,1.722000099999999989e+01,8.610001000000000460e+00
2.582999999999999829e+01,1.722000099999999989e+01,8.610001000000000460e+00
0.000000000000000000e+00,2.008999999999999986e+01,8.610001000000000460e+00
2.870000100000000032e+01,2.008999999999999986e+01,8.610001000000000460e+00
2.870000000000000107e+00,2.008999999999999986e+01,8.610001000000000460e+00
5.740000000000000213e+00,2.008999999999999986e+01,8.610001000000000460e+00
8.610001000000000460e+00,2.008999999999999986e+01,8.610001000000000460e+00
1.148000000000000043e+01,2.008999999999999986e+01,8.610001000000000460e+00
1.434999999999999964e+01,2.008999999999999986e+01,8.610001000000000460e+00
1.722000099999999989e+01,2.008999999999999986e+01,8.610001000000000460e+00
2.008999999999999986e+01,2.008999999999999986e+01,8.610001000000000460e+00
2.296000099999999833e+01,2.008999999999999986e+01,8.610001000000000460e+00
2.582999999999999829e+01,2.008999999999999986e+01,8.610001000000000460e+00
0.000000000000000000e+00,2.296000099999999833e+01,8.610001000000000460e+00
2.870000100000000032e+01,2.296000099999999833e+01,8.610001000000000460e+00
2.870000000000000107e+00,2.296000099999999833e+01,8.610001000000000460e+00
5.740000000000000213e+00,2.296000099999999833e+01,8.610001000000000460e+00
8.610001000000000460e+00,2.296000099999999833e+01,8.610001000000000460e+00
1.148000000000000043e+01,2.296000099999999833e+01,8.610001000000000460e+00
1.434999999999999964e+01,2.296000099999999833e+01,8.610001000000000460e+00
1.722000099999999989e+01,2.296000099999999833e+01,8.610001000000000460e+00
2.008999999999999986e+01,2.296000099999999833e+01,8.610001000000000460e+00
2.296000099999999833e+01,2.296000099999999833e+01,8.610001000000000460e+00
2.582999999999999829e+01,2.296000099999999833e+01,8.610001000000000460e+00
0.000000000000000000e+00,2.582999999999999829e+01,8.610001000000000460e+00
2.870000100000000032e+01,2.582999999999999829e+01,8.610001000000000460e+00
2.870000000000000107e+00,2.582999999999999829e+01,8.610001000000000460e+00
5.740000000000000213e+00,2.582999999999999829e+01,8.610001000000000460e+00
8.610001000000000460e+00,2.582999999999999829e+01,8.610001000000000460e+00
1.148000000000000043e+01,2.582999999999999829e+01,8.610001000000000460e+00
1.434999999999999964e+01,2.582999999999999829e+01,8.610001000000000460e+00
1.722000099999999989e+01,2.582999999999999829e+01,8.610001000000000460e+00
2.008999999999999986e+01,2.582999999999999829e+01,8.610001000000000460e+00
2.296000099999999833e+01,2.582999999999999829e+01,8.610001000000000460e+00
2.582999999999999829e+01,2.582999999999999829e+01,8.610001000000000460e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.148000000000000043e+01
0.000000000000000000e+00,2.870000100000000032e+01,1.148000000000000043e+01
2.870000100000000032e+01,0.000000000000000000e+00,1.148000000000000043e+01
2.870000100000000032e+01,2.870000100000000032e+01,1.148000000000000043e+01
2.870000000000000107e+00,0.000000000000000000e+00,1.148000000000000043e+01
2.870000000000000107e+00,2.870000100000000032e+01,1.148000000000000043e+01
5.740000000000000213e+00,0.000000000000000000e+00,1.148000000000000043e+01
5.740000000000000213e+00,2.870000100000000032e+01,1.148000000000000043e+01
8.610001000000000460e+00,0.000000000000000000e+00,1.148000000000000043e+01
8.610001000000000460e+00,2.870000100000000032e+01,1.148000000000000043e+01
1.148000000000000043e+01,0.000000000000000000e+00,1.148000000000000043e+01
1.148000000000000043e+01,2.870000100000000032e+01,1.148000000000000043e+01
1.434999999999999964e+01,0.000000000000000000e+00,1.148000000000000043e+01
1.434999999999999964e+01,2.870000100000000032e+01,1.148000000000000043e+01
1.722000099999999989e+01,0.000000000000000000e+00,1.148000000000000043e+01
1.722000099999999989e+01,2.870000100000000032e+01,1.148000000000000043e+01
2.008999999999999986e+01,0.000000000000000000e+00,1.148000000000000043e+01
2.008999999999999986e+01,2.870000100000000032e+01,1.148000000000000043e+01
2.296000099999999833e+01,0.000000000000000000e+00,1.148000000000000043e+01
2.296000099999999833e+01,2.870000100000000032e+01,1.148000000000000043e+01
2.582999999999999829e+01,0.000000000000000000e+00,1.148000000000000043e+01
2.582999999999999829e+01,2.870000100000000032e+01,1.148000000000000043e+01
0.000000000000000000e+00,2.870000000000000107e+00,1.148000000000000043e+01
2.870000100000000032e+01,2.870000000000000107e+00,1.148000000000000043e+01
2.870000000000000107e+00,2.870000000000000107e+00,1.148000000000000043e+01
5.740000000000000213e+00,2.870000000000000107e+00,1.148000000000000043e+01
8.610001000000000460e+00,2.870000000000000107e+00,1.148000000000000043e+01
1.148000000000000043e+01,2.870000000000000107e+00,1.148000000000000043e+01
1.434999999999999964e+01,2.870000000000000107e+00,1.148000000000000043e+01
1.722000099999999989e+01,2.870000000000000107e+00,1.148000000000000043e+01
2.008999999999999986e+01,2.870000000000000107e+00,1.148000000000000043e+01
2.296000099999999833e+01,2.870000000000000107e+00,1.148000000000000043e+01
2.582999999999999829e+01,2.870000000000000107e+00,1.148000000000000043e+01
0.000000000000000000e+00,5.740000000000000213e+00,1.148000000000000043e+01
2.870000100000000032e+01,5.740000000000000213e+00,1.148000000000000043e+01
2.870000000000000107e+00,5.740000000000000213e+00,1.148000000000000043e+01
5.740000000000000213e+00,5.740000000000000213e+00,1.148000000000000043e+01
8.610001000000000460e+00,5.740000000000000213e+00,1.148000000000000043e+01
1.148000000000000043e+01,5.740000000000000213e+00,1.148000000000000043e+01
1.434999999999999964e+01,5.740000000000000213e+00,1.148000000000000043e+01
1.722000099999999989e+01,5.740000000000000213e+00,1.148000000000000043e+01
2.008999999999999986e+01,5.740000000000000213e+00,1.148000000000000043e+01
2.296000099999999833e+01,5.740000000000000213e+00,1.148000000000000043e+01
2.582999999999999829e+01,5.740000000000000213e+00,1.148000000000000043e+01
0.000000000000000000e+00,8.610001000000000460e+00,1.148000000000000043e+01
2.870000100000000032e+01,8.610001000000000460e+00,1.148000000000000043e+01
2.870000000000000107e+00,8.610001000000000460e+00,1.148000000000000043e+01
5.740000000000000213e+00,8.610001000000000460e+00,1.148000000000000043e+01
8.610001000000000460e+00,8.610001000000000460e+00,1.148000000000000043e+01
1.148000000000000043e+01,8.610001000000000460e+00,1.148000000000000043e+01
1.434999999999999964e+01,8.610001000000000460e+00,1.148000000000000043e+01
1.722000099999999989e+01,8.610001000000000460e+00,1.148000000000000043e+01
2.008999999999999986e+01,8.610001000000000460e+00,1.148000000000000043e+01
2.296000099999999833e+01,8.610001000000000460e+00,1.148000000000000043e+01
2.582999999999999829e+01,8.610001000000000460e+00,1.148000000000000043e+01
0.000000000000000000e+00,1.148000000000000043e+01,1.148000000000000043e+01
2.870000100000000032e+01,1.148000000000000043e+01,1.148000000000000043e+01
2.870000000000000107e+00,1.148000000000000043e+01,1.148000000000000043e+01
5.740000000000000213e+00,1.148000000000000043e+01,1.148000000000000043e+01
8.610001000000000460e+00,1.148000000000000043e+01,1.148000000000000043e+01
1.148000000000000043e+01,1.148000000000000043e+01,1.148000000000000043e+01
1.434999999999999964e+01,1.148000000000000043e+01,1.148000000000000043e+01
1.722000099999999989e+01,1.148000000000000043e+01,1.148000000000000043e+01
2.008999999999999986e+01,1.148000000000000043e+01,1.148000000000000043e+01
2.296000099999999833e+01,1.148000000000000043e+01,1.148000000000000043e+01
2.582999999999999829e+01,1.148000000000000043e+01,1.148000000000000043e+01
0.000000000000000000e+00,1.434999999999999964e+01,1.148000000000000043e+01
2.870000100000000032e+01,1.434999999999999964e+01,1.148000000000000043e+01
2.870000000000000107e+00,1.434999999999999964e+01,1.148000000000000043e+01
5.740000000000000213e+00,1.434999999999999964e+01,1.148000000000000043e+01
8.610001000000000460e+00,1.434999999999999964e+01,1.148000000000000043e+01
1.148000000000000043e+01,1.434999999999999964e+01,1.148000000000000043e+01
1.434999999999999964e+01,1.434999999999999964e+01,1.148000000000000043e+01
1.722000099999999989e+01,1.434999999999999964e+01,1.148000000000000043e+01
2.008999999999999986e+01,1.434999999999999964e+01,1.148000000000000043e+01
2.296000099999999833e+01,1.434999999999999964e+01,1.148000000000000043e+01
2.582999999999999829e+01,1.434999999999999964e+01,1.148000000000000043e+01
0.000000000000000000e+00,1.722000099999999989e+01,1.148000000000000043e+01
2.870000100000000032e+01,1.722000099999999989e+01,1.148000000000000043e+01
2.870000000000000107e+00,1.722000099999999989e+01,1.148000000000000043e+01
5.740000000000000213e+00,1.722000099999999989e+01,1.148000000000000043e+01
8.610001000000000460e+00,1.722000099999999989e+01,1.148000000000000043e+01
1.148000000000000043e+01,1.722000099999999989e+01,1.148000000000000043e+01
1.434999999999999964e+01,1.722000099999999989e+01,1.148000000000000043e+01
1.722000099999999989e+01,1.722000099999999989e+01,1.148000000000000043e+01
2.008999999999999986e+01,1.722000099999999989e+01,1.148000000000000043e+01
2.296000099999999833e+01,1.722000099999999989e+01,1.148000000000000043e+01
2.582999999999999829e+01,1.722000099999999989e+01,1.148000000000000043e+01
0.000000000000000000e+00,2.008999999999999986e+01,1.148000000000000043e+01
2.870000100000000032e+01,2.008999999999999986e+01,1.148000000000000043e+01
2.870000000000000107e+00,2.008999999999999986e+01,1.148000000000000043e+01
5.740000000000000213e+00,2.008999999999999986e+01,1.148000000000000043e+01
8.610001000000000460e+00,2.008999999999999986e+01,1.148000000000000043e+01
1.148000000000000043e+01,2.008999999999999986e+01,1.148000000000000043e+01
1.434999999999999964e+01,2.008999999999999986e+01,1.148000000000000043e+01
1.722000099999999989e+01,2.008999999999999986e+01,1.148000000000000043e+01
2.008999999999999986e+01,2.008999999999999986e+01,1.148000000000000043e+01
2.296000099999999833e+01,2.008999999999999986e+01,1.148000000000000043e+01
2.582999999999999829e+01,2.008999999999999986e+01,1.148000000000000043e+01
0.000000000000000000e+00,2.296000099999999833e+01,1.148000000000000043e+01
2.870000100000000032e+01,2.296000099999999833e+01,1.148000000000000043e+01
2.870000000000000107e+00,2.296000099999999833e+01,1.148000000000000043e+01
5.740000000000000213e+00,2.296000099999999833e+01,1.148000000000000043e+01
8.610001000000000460e+00,2.296000099999999833e+01,1.148000000000000043e+01
1.148000000000000043e+01,2.296000099999999833e+01,1.148000000000000043e+01
1.434999999999999964e+01,2.296000099999999833e+01,1.148000000000000043e+01
1.722000099999999989e+01,2.296000099999999833e+01,1.148000000000000043e+01
2.008999999999999986e+01,2.296000099999999833e+01,1.148000000000000043e+01
2.296000099999999833e+01,2.296000099999999833e+01,1.148000000000000043e+01
2.582999999999999829e+01,2.296000099999999833e+01,1.148000000000000043e+01
0.000000000000000000e+00,2.582999999999999829e+01,1.148000000000000043e+01
2.870000100000000032e+01,2.582999999999999829e+01,1.148000000000000043e+01
2.870000000000000107e+00,2.582999999999999829e+01,1.148000000000000043e+01
5.740000000000000213e+00,2.582999999999999829e+01,1.148000000000000043e+01
8.610001000000000460e+00,2.582999999999999829e+01,1.148000000000000043e+01
1.148000000000000043e+01,2.582999999999999829e+01,1.148000000000000043e+01
1.434999999999999964e+01,2.582999999999999829e+01,1.148000000000000043e+01
1.722000099999999989e+01,2.582999999999999829e+01,1.148000000000000043e+01
2.008999999999999986e+01,2.582999999999999829e+01,1.148000000000000043e+01
2.296000099999999833e+01,2.582999999999999829e+01,1.148000000000000043e+01
2.582999999999999829e+01,2.582999999999999829e+01,1.148000000000000043e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.434999999999999964e+01
0.000000000000000000e+00,2.870000100000000032e+01,1.434999999999999964e+01
2.870000100000000032e+01,0.000000000000000000e+00,1.434999999999999964e+01
2.870000100000000032e+01,2.870000100000000032e+01,1.434999999999999964e+01
2.870000000000000107e+00,0.000000000000000000e+00,1.434999999999999964e+01
2.870000000000000107e+00,2.870000100000000032e+01,1.434999999999999964e+01
5.740000000000000213e+00,0.000000000000000000e+00,1.434999999999999964e+01
5.740000000000000213e+00,2.870000100000000032e+01,1.434999999999999964e+01
8.610001000000000460e+00,0.000000000000000000e+00,1.434999999999999964e+01
8.610001000000000460e+00,2.870000100000000032e+01,1.434999999999999964e+01
1.148000000000000043e+01,0.000000000000000000e+00,1.434999999999999964e+01
1.148000000000000043e+01,2.870000100000000032e+01,1.434999999999999964e+01
1.434999999999999964e+01,0.000000000000000000e+00,1.434999999999999964e+01
1.434999999999999964e+01,2.870000100000000032e+01,1.434999999999999964e+01
1.722000099999999989e+01,0.000000000000000000e+00,1.434999999999999964e+01
1.722000099999999989e+01,2.870000100000000032e+01,1.434999999999999964e+01
2.008999999999999986e+01,0.000000000000000000e+00,1.434999999999999964e+01
2.008999999999999986e+01,2.870000100000000032e+01,1.434999999999999964e+01
2.296000099999999833e+01,0.000000000000000000e+00,1.434999999999999964e+01
2.296000099999999833e+01,2.870000100000000032e+01,1.434999999999999964e+01
2.582999999999999829e+01,0.000000000000000000e+00,1.434999999999999964e+01
2.582999999999999829e+01,2.870000100000000032e+01,1.434999999999999964e+01
0.000000000000000000e+00,2.870000000000000107e+00,1.434999999999999964e+01
2.870000100000000032e+01,2.870000000000000107e+00,1.434999999999999964e+01
2.870000000000000107e+00,2.870000000000000107e+00,1.434999999999999964e+01
5.740000000000000213e+00,2.870000000000000107e+00,1.434999999999999964e+01
8.610001000000000460e+00,2.870000000000000107e+00,1.434999999999999964e+01
1.148000000000000043e+01,2.870000000000000107e+00,1.434999999999999964e+01
1.434999999999999964e+01,2.870000000000000107e+00,1.434999999999999964e+01
1.722000099999999989e+01,2.870000000000000107e+00,1.434999999999999964e+01
2.008999999999999986e+01,2.870000000000000107e+00,1.434999999999999964e+01
2.296000099999999833e+01,2.870000000000000107e+00,1.434999999999999964e+01
2.582999999999999829e+01,2.870000000000000107e+00,1.434999999999999964e+01
0.000000000000000000e+00,5.740000000000000213e+00,1.434999999999999964e+01
2.870000100000000032e+01,5.740000000000000213e+00,1.434999999999999964e+01
2.870000000000000107e+00,5.740000000000000213e+00,1.434999999999999964e+01
5.740000000000000213e+00,5.740000000000000213e+00,1.434999999999999964e+01
8.610001000000000460e+00,5.740000000000000213e+00,1.434999999999999964e+01
1.148000000000000043e+01,5.740000000000000213e+00,1.434999999999999964e+01
1.434999999999999964e+01,5.740000000000000213e+00,1.434999999999999964e+01
1.722000099999999989e+01,5.740000000000000213e+00,1.434999999999999964e+01
2.008999999999999986e+01,5.740000000000000213e+00,1.434999999999999964e+01
2.296000099999999833e+01,5.740000000000000213e+00,1.434999999999999964e+01
2.582999999999999829e+01,5.740000000000000213e+00,1.434999999999999964e+01
0.000000000000000000e+00,8.610001000000000460e+00,1.434999999999999964e+01
2.870000100000000032e+01,8.610001000000000460e+00,1.434999999999999964e+01
2.870000000000000107e+00,8.610001000000000460e+00,1.434999999999999964e+01
5.740000000000000213e+00,8.610001000000000460e+00,1.434999999999999964e+01
8.610001000000000460e+00,8.610001000000000460e+00,1.434999999999999964e+01
1.148000000000000043e+01,8.610001000000000460e+00,1.434999999999999964e+01
